	Id	Response
625	1039090	0
626	1039247	0
627	1039624	0
628	1039991	0
629	1040094	0
630	1040279	0
631	1040354	0
632	1040583	0
633	1040686	0
634	1041077	0
635	1041078	0
636	1041117	0
637	1041141	0
638	1041210	0
639	1041548	0
640	1041737	0
641	1042141	0
642	1042182	0
643	1042271	0
644	1042700	0
645	1042791	0
646	1043079	0
647	1043290	0
648	1043469	0
649	1043648	0
650	1043866	0
651	1044122	0
652	1044512	0
653	1044649	0
654	1045070	0
655	1045166	0
656	1045366	0
657	1046035	0
658	1046045	0
659	1046053	0
660	1046119	0
661	1046276	0
662	1046566	0
663	1047668	0
664	1047683	0
665	1047709	0
666	1047781	0
667	1047904	0
668	1047966	0
669	1048211	0
670	1048540	0
671	1048546	0
672	1048552	0
673	1048581	0
674	1048715	0
675	1048783	0
676	1048920	0
677	1048986	0
678	1048993	0
679	1049046	0
680	1049146	0
681	1049442	0
682	1049494	0
683	1049531	0
684	1049642	0
685	1049675	0
686	1049942	0
687	1050030	0
688	1050261	0
689	1050457	0
690	1050501	0
691	1050523	0
692	1051220	0
693	1051340	0
694	1052147	0
695	1052898	0
696	1053196	0
697	1053264	0
698	1053483	0
699	1053526	0
700	1053554	0
701	1053768	0
702	1054166	0
703	1054356	0
704	1054387	0
705	1054542	0
706	1054799	0
707	1054964	0
708	1055279	0
709	1055313	0
710	1055353	0
711	1055432	0
712	1055731	0
713	1056203	0
714	1056334	0
715	1056394	0
716	1056483	0
717	1056932	0
718	1057108	0
719	1057120	0
720	1057175	0
721	1057243	0
722	1057487	0
723	1058289	0
724	1058544	0
725	1058638	0
726	1058790	0
727	1059265	0
728	1059405	1
729	1060369	0
730	1060377	0
731	1061351	0
732	1061414	0
733	1061434	0
734	1061551	0
735	1061589	0
736	1061607	0
737	1062286	0
738	1062492	0
739	1062599	0
740	1063019	0
741	1063057	0
742	1063150	0
743	1063271	0
744	1063305	0
745	1064020	0
746	1064364	0
747	1064368	0
748	1064528	0
749	1065089	0
750	1065242	0
751	1065269	0
752	1065310	0
753	1065440	0
754	1065591	0
755	1065615	0
756	1065732	0
757	1066032	0
758	1066033	0
759	1066229	0
760	1066761	0
761	1067456	0
762	1067925	0
763	1068082	0
764	1068147	0
765	1068204	0
766	1068245	0
767	1068367	0
768	1068462	0
769	1068787	0
770	1068993	0
771	1069147	0
772	1069472	0
773	1069562	0
774	1069755	0
775	1069869	0
776	1069975	0
777	1070008	0
778	1070258	0
779	1070402	0
780	1070415	0
781	1070572	0
782	1070633	0
783	1070738	0
784	1070751	0
785	1071178	0
786	1071521	0
787	1071656	0
788	1071894	0
789	1071963	0
790	1072223	0
791	1072925	0
792	1073912	0
793	1074300	0
794	1074395	0
795	1074826	0
796	1074849	0
797	1075252	0
798	1075341	0
799	1075875	0
800	1076020	0
801	1076268	0
802	1076607	0
803	1076667	0
804	1076832	0
805	1076835	0
806	1077070	0
807	1077126	0
808	1077474	0
809	1077566	0
810	1077850	0
811	1078145	0
812	1078241	0
813	1078242	0
814	1078380	0
815	1078824	0
816	1078925	0
817	1078966	0
818	1079193	0
819	1079255	0
820	1079345	0
821	1079637	0
822	1079647	0
823	1079738	0
824	1079854	0
825	1079877	0
826	1079925	0
827	1079931	0
828	1079944	0
829	1080091	0
830	1080240	0
831	1080280	0
832	1080418	0
833	1080788	0
834	1080870	0
835	1081003	0
836	1081064	0
837	1081388	0
838	1081668	0
839	1081762	0
840	1081925	0
841	1082217	0
842	1082275	0
843	1082573	0
844	1082721	0
845	1083452	0
846	1083567	0
847	1083641	0
848	1083837	0
849	1084140	0
850	1084432	0
851	1084649	0
852	1084727	0
853	1085224	0
854	1085369	0
855	1085587	0
856	1085593	0
857	1085645	0
858	1085668	0
859	1085684	0
860	1085730	0
861	1085770	0
862	1085880	0
863	1085990	0
864	1086061	0
865	1086467	0
866	1086646	0
867	1086780	0
868	1086977	0
869	1087147	0
870	1087394	0
871	1087431	0
872	1087597	0
873	1087917	0
874	1088011	0
875	1088023	0
876	1088201	0
877	1088663	0
878	1088691	0
879	1088704	0
880	1088799	0
881	1088827	0
882	1089142	0
883	1089203	0
884	1089291	0
885	1089310	0
886	1089336	0
887	1089393	0
888	1089637	0
889	1089901	0
890	1090038	0
891	1090207	0
892	1090526	0
893	1090544	0
894	1090576	0
895	1090608	0
896	1090796	0
897	1090954	0
898	1091384	0
899	1091432	0
900	1091481	0
901	1091680	0
902	1092036	0
903	1092090	0
904	1092131	0
905	1092247	0
906	1092370	0
907	1092430	0
908	1092431	0
909	1092811	0
910	1092841	0
911	1092866	0
912	1093033	0
913	1093054	0
914	1093072	0
915	1093073	0
916	1093177	0
917	1093370	0
918	1093396	0
919	1093746	0
920	1093799	0
921	1094022	0
922	1094256	0
923	1094333	0
924	1094358	0
925	1094942	0
926	1095264	0
927	1095620	0
928	1095730	0
929	1095891	0
930	1096003	0
931	1096053	0
932	1096063	0
933	1096270	0
934	1096548	0
935	1096922	0
936	1097013	0
937	1097027	0
938	1097163	0
939	1097172	0
940	1097319	0
941	1097385	0
942	1097420	0
943	1097439	0
944	1097853	0
945	1097950	0
946	1097988	0
947	1098621	0
948	1098724	0
949	1098747	0
950	1098866	0
951	1099326	0
952	1099338	0
953	1099430	0
954	1099460	0
955	1100002	0
956	1100305	0
957	1100477	0
958	1100875	0
959	1100919	0
960	1101072	0
961	1101596	0
962	1102155	0
963	1102169	0
964	1102170	0
965	1102281	0
966	1102784	0
967	1102916	0
968	1102940	0
969	1103958	0
970	1104221	0
971	1104794	0
972	1105425	0
973	1105798	0
974	1105954	0
975	1106241	0
976	1106332	0
977	1106352	0
978	1106378	0
979	1106419	0
980	1106532	0
981	1106708	0
982	1106879	0
983	1107183	0
984	1107342	0
985	1107449	0
986	1107674	0
987	1107779	0
988	1108110	0
989	1108320	0
990	1108453	0
991	1108555	0
992	1108578	0
993	1108833	0
994	1108844	0
995	1109314	0
996	1109889	0
997	1110023	0
998	1110253	0
999	1110308	0
1000	1110762	0
1001	1110775	0
1002	1110854	0
1003	1110878	0
1004	1111024	0
1005	1111090	0
1006	1111467	0
1007	1111855	0
1008	1112040	0
1009	1112362	0
1010	1112454	0
1011	1112460	0
1012	1112472	0
1013	1112742	0
1014	1113667	0
1015	1113701	0
1016	1114407	0
1017	1114516	0
1018	1114704	0
1019	1114744	0
1020	1114819	0
1021	1114989	0
1022	1115001	0
1023	1115047	0
1024	1115249	0
1025	1115263	0
1026	1115264	0
1027	1115511	0
1028	1115821	0
1029	1115862	0
1030	1116188	0
1031	1116228	0
1032	1116479	0
1033	1116775	0
1034	1116847	0
1035	1116915	0
1036	1116972	0
1037	1117207	0
1038	1117443	0
1039	1117507	0
1040	1117789	0
1041	1117806	0
1042	1117952	0
1043	1118135	0
1044	1118351	0
1045	1118363	0
1046	1119030	0
1047	1119061	0
1048	1119319	0
1049	1119352	0
1050	1119543	0
1051	1119602	0
1052	1119739	0
1053	1119766	0
1054	1119784	0
1055	1119932	0
1056	1120074	0
1057	1120094	0
1058	1120180	0
1059	1120235	0
1060	1120258	0
1061	1120780	0
1062	1121031	0
1063	1121345	0
1064	1121416	0
1065	1121496	0
1066	1121901	0
1067	1122189	0
1068	1122190	0
1069	1122310	0
1070	1122700	0
1071	1122738	0
1072	1122921	0
1073	1123386	0
1074	1123620	0
1075	1123667	0
1076	1123818	0
1077	1124238	0
1078	1124257	0
1079	1124636	0
1080	1125226	0
1081	1125241	0
1082	1125275	0
1083	1125351	0
1084	1125765	0
1085	1125999	0
1086	1126121	0
1087	1126183	0
1088	1126646	0
1089	1126717	0
1090	1126834	0
1091	1127106	0
1092	1127201	0
1093	1127275	0
1094	1127407	0
1095	1127461	0
1096	1127668	0
1097	1127720	0
1098	1127812	0
1099	1128117	0
1100	1128251	0
1101	1129397	0
1102	1129462	0
1103	1129553	0
1104	1129554	0
1105	1129687	0
1106	1129752	0
1107	1130195	0
1108	1130356	0
1109	1130812	0
1110	1131288	0
1111	1131289	0
1112	1131431	0
1113	1132516	0
1114	1132719	0
1115	1132837	0
1116	1133205	0
1117	1133512	0
1118	1133674	0
1119	1133832	0
1120	1133896	0
1121	1133959	0
1122	1134417	0
1123	1134460	0
1124	1134691	0
1125	1134790	0
1126	1134901	0
1127	1134909	0
1128	1134949	0
1129	1135390	0
1130	1135467	0
1131	1135833	0
1132	1136358	0
1133	1136403	0
1134	1136697	0
1135	1136698	0
1136	1136723	0
1137	1137068	0
1138	1137280	0
1139	1137408	0
1140	1137586	0
1141	1137889	0
1142	1138172	0
1143	1138283	0
1144	1138382	0
1145	1138885	0
1146	1139170	0
1147	1139824	0
1148	1139991	0
1149	1140073	0
1150	1141166	0
1151	1141170	0
1152	1141230	0
1153	1141386	0
1154	1142182	0
1155	1142275	0
1156	1142346	0
1157	1142546	0
1158	1142565	0
1159	1142682	0
1160	1142709	0
1161	1142710	0
1162	1142891	0
1163	1143062	0
1164	1143286	0
1165	1143322	0
1166	1143582	0
1167	1144115	0
1168	1144370	0
1169	1144386	0
1170	1144626	0
1171	1144783	0
1172	1144990	0
1173	1145062	0
1174	1145260	0
1175	1145440	0
1176	1145468	0
1177	1145756	0
1178	1146054	0
1179	1146301	0
1180	1147070	0
1181	1147159	0
1182	1147160	0
1183	1147266	0
1184	1147433	0
1185	1147756	0
1186	1147926	0
1187	1148212	0
1188	1148371	0
1189	1148521	0
1190	1148689	0
1191	1148736	0
1192	1148798	0
1193	1149065	0
1194	1149090	0
1195	1149180	0
1196	1149234	0
1197	1149799	0
1198	1149898	0
1199	1149990	0
1200	1150039	0
1201	1150119	0
1202	1150477	0
1203	1150732	0
1204	1150810	0
1205	1151322	0
1206	1151323	0
1207	1151485	0
1208	1151509	0
1209	1151681	0
1210	1151811	0
1211	1151951	0
1212	1152003	0
1213	1152119	0
1214	1152231	0
1215	1152461	0
1216	1152494	0
1217	1152741	0
1218	1152800	0
1219	1153056	0
1220	1153219	0
1221	1153389	0
1222	1153558	0
1223	1153735	0
1224	1154189	0
1225	1154270	0
1226	1154777	0
1227	1154908	0
1228	1154980	0
1229	1155170	0
1230	1155198	0
1231	1155820	0
1232	1156358	0
1233	1156388	0
1234	1156417	0
1235	1156432	0
1236	1156779	0
1237	1156852	0
1238	1156900	1
1239	1156923	0
1240	1156950	0
1241	1157153	0
1242	1157208	0
1243	1157219	0
1244	1157374	0
1245	1157501	0
1246	1158017	0
1247	1158018	0
1248	1158377	0
1249	1158380	0
1250	1158408	0
1251	1158738	0
1252	1158762	0
1253	1158887	0
1254	1158910	0
1255	1158937	0
1256	1159126	0
1257	1159230	0
1258	1159244	0
1259	1159282	0
1260	1159588	0
1261	1159826	0
1262	1160971	0
1263	1161011	0
1264	1161185	0
1265	1161718	0
1266	1161996	0
1267	1162033	0
1268	1162063	0
1269	1162745	0
1270	1162793	0
1271	1162842	0
1272	1163042	0
1273	1163054	0
1274	1163230	0
1275	1163798	0
1276	1163956	0
1277	1164092	0
1278	1164330	0
1279	1164392	0
1280	1164638	0
1281	1164931	0
1282	1165016	0
1283	1165375	0
1284	1165852	0
1285	1166103	0
1286	1166226	1
1287	1166308	0
1288	1166555	0
1289	1166672	0
1290	1166687	0
1291	1166751	0
1292	1166783	0
1293	1166966	0
1294	1167009	0
1295	1167083	0
1296	1167252	0
1297	1167318	0
1298	1167411	0
1299	1167515	0
1300	1167573	0
1301	1167796	1
1302	1168471	0
1303	1168788	0
1304	1169003	0
1305	1169618	0
1306	1169899	0
1307	1169966	0
1308	1170081	0
1309	1170320	0
1310	1170343	0
1311	1170617	0
1312	1170705	0
1313	1170720	0
1314	1171223	0
1315	1171854	0
1316	1172474	0
1317	1172532	0
1318	1172569	0
1319	1172658	0
1320	1173018	0
1321	1173047	0
1322	1173187	0
1323	1173268	0
1324	1173342	0
1325	1173365	0
1326	1173427	0
1327	1173620	1
1328	1173637	0
1329	1173879	0
1330	1174086	0
1331	1174477	0
1332	1174626	0
1333	1174901	0
1334	1174914	0
1335	1175090	0
1336	1175584	0
1337	1175689	0
1338	1175807	0
1339	1175875	0
1340	1176054	0
1341	1176125	0
1342	1176166	0
1343	1176231	0
1344	1176402	0
1345	1177094	0
1346	1177207	0
1347	1177736	0
1348	1177800	0
1349	1177837	0
1350	1178800	0
1351	1178807	0
1352	1178902	0
1353	1178924	0
1354	1179026	0
1355	1179107	0
1356	1179506	0
1357	1179756	0
1358	1180203	0
1359	1180207	0
1360	1180321	0
1361	1180340	0
1362	1180680	0
1363	1180776	0
1364	1180854	0
1365	1180880	0
1366	1180976	0
1367	1181118	0
1368	1182354	0
1369	1182437	0
1370	1182802	0
1371	1183119	0
1372	1183212	0
1373	1183818	0
1374	1184118	0
1375	1184236	0
1376	1185031	0
1377	1185588	0
1378	1185751	0
1379	1185867	0
1380	1185945	0
1381	1186122	0
1382	1186603	0
1383	1186607	0
1384	1186774	0
1385	1186877	0
1386	1187098	0
1387	1187215	0
1388	1187399	0
1389	1187493	0
1390	1187530	0
1391	1187673	0
1392	1187674	0
1393	1187675	0
1394	1187933	0
1395	1187987	0
1396	1188272	0
1397	1188371	0
1398	1188605	0
1399	1188612	0
1400	1188644	0
1401	1188854	0
1402	1188968	0
1403	1188985	0
1404	1189127	0
1405	1189185	0
1406	1189920	0
1407	1190011	0
1408	1190068	0
1409	1190210	0
1410	1190898	0
1411	1190944	0
1412	1190971	0
1413	1191192	0
1414	1191202	0
1415	1191216	0
1416	1191256	0
1417	1191404	0
1418	1191601	0
1419	1191725	0
1420	1191804	0
1421	1192152	0
1422	1192365	0
1423	1192609	0
1424	1192829	0
1425	1192880	0
1426	1192914	0
1427	1192951	0
1428	1193138	0
1429	1193185	0
1430	1193321	0
1431	1193380	0
1432	1193439	0
1433	1193440	0
1434	1193643	0
1435	1193779	0
1436	1193900	0
1437	1193957	0
1438	1194266	0
1439	1194793	0
1440	1195109	0
1441	1195249	0
1442	1195258	0
1443	1195287	0
1444	1195456	0
1445	1196012	0
1446	1196032	0
1447	1196128	0
1448	1196635	0
1449	1196955	0
1450	1197102	0
1451	1197107	0
1452	1197145	0
1453	1197248	0
1454	1197320	0
1455	1197433	0
1456	1197564	0
1457	1197729	0
1458	1197748	0
1459	1197832	0
1460	1198229	0
1461	1198425	0
1462	1198774	0
1463	1198858	0
1464	1199175	0
1465	1199294	0
1466	1199425	0
1467	1199656	0
1468	1199706	0
1469	1200357	0
1470	1200530	0
1471	1200562	0
1472	1200809	0
1473	1200811	0
1474	1201074	0
1475	1201166	0
1476	1201353	0
1477	1201441	0
1478	1201803	0
1479	1201872	0
1480	1201938	0
1481	1202003	0
1482	1202010	0
1483	1202090	0
1484	1202207	0
1485	1202507	0
1486	1202542	0
1487	1202951	0
1488	1203150	0
1489	1203450	0
1490	1203459	0
1491	1203621	0
1492	1203809	0
1493	1204185	0
1494	1204418	0
1495	1204474	0
1496	1204691	0
1497	1204778	0
1498	1204801	0
1499	1204919	0
1500	1204949	0
1501	1205186	0
1502	1205497	0
1503	1205573	0
1504	1205655	0
1505	1206016	0
1506	1206246	0
1507	1206289	0
1508	1206758	0
1509	1206854	0
1510	1207055	0
1511	1207217	0
1512	1207285	0
1513	1207431	0
1514	1207447	0
1515	1207539	0
1516	1207696	0
1517	1208249	0
1518	1208264	0
1519	1208295	0
1520	1208321	0
1521	1208379	0
1522	1208431	0
1523	1208477	0
1524	1208621	0
1525	1208622	0
1526	1208845	0
1527	1208952	0
1528	1209147	0
1529	1209690	0
1530	1209803	0
1531	1209818	0
1532	1209852	0
1533	1210058	0
1534	1210347	0
1535	1210460	0
1536	1210511	0
1537	1210576	0
1538	1211122	0
1539	1211316	0
1540	1211501	0
1541	1211502	0
1542	1211824	0
1543	1211971	0
1544	1212272	0
1545	1212837	0
1546	1213083	0
1547	1213131	0
1548	1213282	0
1549	1213426	0
1550	1213843	0
1551	1213900	0
1552	1213935	0
1553	1214088	0
1554	1214532	0
1555	1214854	0
1556	1214935	0
1557	1215101	0
1558	1215243	0
1559	1216157	0
1560	1216335	0
1561	1216391	0
1562	1216860	0
1563	1217166	0
1564	1217605	0
1565	1217870	0
1566	1217974	0
1567	1218009	0
1568	1218282	0
1569	1218378	0
1570	1218437	0
1571	1218853	0
1572	1218903	0
1573	1219022	0
1574	1219110	0
1575	1219128	0
1576	1219733	0
1577	1219735	0
1578	1219836	0
1579	1220233	0
1580	1220424	0
1581	1220848	0
1582	1221295	0
1583	1221356	0
1584	1221439	0
1585	1221500	0
1586	1221506	0
1587	1221619	0
1588	1221795	0
1589	1221915	0
1590	1222289	0
1591	1222570	0
1592	1222789	0
1593	1223534	0
1594	1223557	0
1595	1223679	0
1596	1223894	0
1597	1224613	0
1598	1225155	0
1599	1225156	0
1600	1225359	0
1601	1225683	0
1602	1225882	0
1603	1225888	0
1604	1226158	0
1605	1226168	0
1606	1226184	0
1607	1226221	0
1608	1226325	0
1609	1226344	0
1610	1226450	0
1611	1226594	0
1612	1226824	0
1613	1226956	0
1614	1226980	0
1615	1227203	0
1616	1227356	0
1617	1227836	0
1618	1227869	0
1619	1227924	0
1620	1228131	0
1621	1228228	0
1622	1228236	0
1623	1228302	0
1624	1228462	0
1625	1229374	0
1626	1229387	0
1627	1229487	0
1628	1229488	0
1629	1229880	0
1630	1230058	0
1631	1230138	0
1632	1230340	0
1633	1230461	0
1634	1230489	0
1635	1230543	0
1636	1230787	0
1637	1230820	0
1638	1230863	0
1639	1231107	0
1640	1231242	0
1641	1231500	0
1642	1231623	0
1643	1231650	0
1644	1232208	0
1645	1232297	0
1646	1232372	0
1647	1232487	0
1648	1232546	0
1649	1232630	0
1650	1232681	0
1651	1232921	0
1652	1233061	0
1653	1233143	0
1654	1233148	0
1655	1233164	0
1656	1233661	0
1657	1234103	0
1658	1234443	0
1659	1234450	0
1660	1234453	0
1661	1234496	0
1662	1234509	0
1663	1234710	0
1664	1235127	0
1665	1235141	0
1666	1235271	0
1667	1235418	0
1668	1235714	0
1669	1235715	0
1670	1236459	0
1671	1236516	0
1672	1236594	0
1673	1236605	0
1674	1236886	0
1675	1236918	0
1676	1236982	0
1677	1237084	0
1678	1237700	0
1679	1237851	0
1680	1238054	0
1681	1238300	0
1682	1238525	0
1683	1238569	0
1684	1238579	0
1685	1238736	0
1686	1238851	0
1687	1239004	1
1688	1239005	0
1689	1239013	0
1690	1239057	0
1691	1239618	0
1692	1240052	0
1693	1240625	0
1694	1240946	0
1695	1241512	0
1696	1241708	0
1697	1241782	0
1698	1241831	0
1699	1242435	0
1700	1242728	0
1701	1243152	0
1702	1243319	0
1703	1243344	0
1704	1243724	0
1705	1243828	0
1706	1244287	0
1707	1244439	0
1708	1244453	0
1709	1244525	0
1710	1244694	0
1711	1244769	0
1712	1244850	0
